Abbreviation,Species,TAC Zone,Level,Year,Sea,Agreed TAC,Amendment/Original,Amendment check,Pre-uplift/post-deduction,Uplift/deduction %,Post-uplift/pre-deduction,Notes,2021 Source
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Sweden,2016,Baltic,"38,582",Original,Final,"38,582",,"38,582",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,EU,2016,Baltic,"202,320",Original,Final,"202,320",,"202,320",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,TAC,2016,Baltic,"225,804",Original,Final,"225,804",,"225,804",TAC calculated based on 89.6% EU share,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Denmark,2017,Baltic,"25,745",Original,Final,"25,745",,"25,745",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Germany,2017,Baltic,"16,310",Original,Final,"16,310",,"16,310",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Estonia,2017,Baltic,"29,896",Original,Final,"29,896",,"29,896",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Finland,2017,Baltic,"13,477",Original,Final,"13,477",,"13,477",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Latvia,2017,Baltic,"36,107",Original,Final,"36,107",,"36,107",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Lithuania,2017,Baltic,"13,061",Original,Final,"13,061",,"13,061",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Poland,2017,Baltic,"76,627",Original,Final,"76,627",,"76,627",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Sweden,2017,Baltic,"49,770",Original,Final,"49,770",,"49,770",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,EU,2017,Baltic,"260,993",Original,Final,"260,993",,"260,993",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,TAC,2017,Baltic,"291,287",Original,Final,"291,287",,"291,287",TAC calculated based on 89.6% EU share,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Denmark,2018,Baltic,"25,875",Original,Final,"25,875",,"25,875",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Germany,2018,Baltic,"16,392",Original,Final,"16,392",,"16,392",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Estonia,2018,Baltic,"30,047",Original,Final,"30,047",,"30,047",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Finland,2018,Baltic,"13,545",Original,Final,"13,545",,"13,545",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Latvia,2018,Baltic,"36,289",Original,Final,"36,289",,"36,289",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Lithuania,2018,Baltic,"13,127",Original,Final,"13,127",,"13,127",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Poland,2018,Baltic,"77,014",Original,Final,"77,014",,"77,014",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Sweden,2018,Baltic,"50,021",Original,Final,"50,021",,"50,021",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,EU,2018,Baltic,"262,310",Original,Final,"262,310",,"262,310",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,TAC,2018,Baltic,"291,715",Original,Final,"291,715",,"291,715",TAC calculated based on 90% EU share,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Denmark,2019,Baltic,"26,710",Original,Final,"26,710",,"26,710",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Germany,2019,Baltic,"16,921",Original,Final,"16,921",,"16,921",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Estonia,2019,Baltic,"31,016",Original,Final,"31,016",,"31,016",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Finland,2019,Baltic,"13,982",Original,Final,"13,982",,"13,982",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Latvia,2019,Baltic,"37,460",Original,Final,"37,460",,"37,460",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Lithuania,2019,Baltic,"13,551",Original,Final,"13,551",,"13,551",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Poland,2019,Baltic,"79,497",Original,Final,"79,497",,"79,497",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Sweden,2019,Baltic,"51,635",Original,Final,"51,635",,"51,635",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,EU,2019,Baltic,"270,772",Original,Final,"270,772",,"270,772",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,TAC,2019,Baltic,"301,125",Original,Final,"301,125",,"301,125",TAC calculated based on 90% EU share,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Denmark,2020,Baltic,"20,730",Original,Final,"20,730",,"20,730",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Germany,2020,Baltic,"13,133",Original,Final,"13,133",,"13,133",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Estonia,2020,Baltic,"24,072",Original,Final,"24,072",,"24,072",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Finland,2020,Baltic,"10,851",Original,Final,"10,851",,"10,851",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Latvia,2020,Baltic,"29,073",Original,Final,"29,073",,"29,073",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Lithuania,2020,Baltic,"10,517",Original,Final,"10,517",,"10,517",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Poland,2020,Baltic,"61,697",Original,Final,"61,697",,"61,697",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Sweden,2020,Baltic,"40,074",Original,Final,"40,074",,"40,074",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,EU,2020,Baltic,"210,147",Original,Final,"210,147",,"210,147",,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,TAC,2020,Baltic,"233,704",Original,Final,"233,704",,"233,704",TAC calculated based on 90% EU share,
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Denmark,2021,Baltic,"21,993",Original,Final,"21,993",,"21,993",,October Council: COUNCIL REGULATION (EU) 2020/1579
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Germany,2021,Baltic,"13,933",Original,Final,"13,933",,"13,933",,October Council: COUNCIL REGULATION (EU) 2020/1579
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Estonia,2021,Baltic,"25,539",Original,Final,"25,539",,"25,539",,October Council: COUNCIL REGULATION (EU) 2020/1579
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Finland,2021,Baltic,"11,513",Original,Final,"11,513",,"11,513",,October Council: COUNCIL REGULATION (EU) 2020/1579
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Latvia,2021,Baltic,"30,845",Original,Final,"30,845",,"30,845",,October Council: COUNCIL REGULATION (EU) 2020/1579
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Lithuania,2021,Baltic,"11,158",Original,Final,"11,158",,"11,158",,October Council: COUNCIL REGULATION (EU) 2020/1579
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Poland,2021,Baltic,"65,460",Original,Final,"65,460",,"65,460",,October Council: COUNCIL REGULATION (EU) 2020/1579
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,Sweden,2021,Baltic,"42,517",Original,Final,"42,517",,"42,517",,October Council: COUNCIL REGULATION (EU) 2020/1579
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,EU,2021,Baltic,"222,958",Original,Final,"222,958",,"222,958",,October Council: COUNCIL REGULATION (EU) 2020/1579
SPR/3BCD-C,Sprat,Union waters of Subdivisions 22-32,TAC,2021,Baltic,"247,731",Original,Final,"247,731",,"247,731",TAC calculated based on 90% EU share,October Council: COUNCIL REGULATION (EU) 2020/1579
SPR/7DE.,Sprat,7d and 7e,Belgium,2001,Atlantic,60,Original,Final,60,,60,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2001,Atlantic,"3,900",Original,Final,"3,900",,"3,900",,
SPR/7DE.,Sprat,7d and 7e,EU,2001,Atlantic,"12,000",Original,Final,"12,000",,"12,000",Name changed to EU for time series,
SPR/7DE.,Sprat,7d and 7e,France,2001,Atlantic,840,Original,Final,840,,840,,
SPR/7DE.,Sprat,7d and 7e,Germany,2001,Atlantic,60,Original,Final,60,,60,,
SPR/7DE.,Sprat,7d and 7e,TAC,2001,Atlantic,"12,000",Original,Final,"12,000",,"12,000",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2001,Atlantic,840,Original,Final,840,,840,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2001,Atlantic,"6,300",Original,Final,"6,300",,"6,300",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2002,Atlantic,60,Original,Final,60,,60,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2002,Atlantic,"3,900",Original,Final,"3,900",,"3,900",,
SPR/7DE.,Sprat,7d and 7e,EU,2002,Atlantic,"12,000",Original,Final,"12,000",,"12,000",Name changed to EU for time series,
SPR/7DE.,Sprat,7d and 7e,France,2002,Atlantic,840,Original,Final,840,,840,,
SPR/7DE.,Sprat,7d and 7e,Germany,2002,Atlantic,60,Original,Final,60,,60,,
SPR/7DE.,Sprat,7d and 7e,TAC,2002,Atlantic,"12,000",Original,Final,"12,000",,"12,000",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2002,Atlantic,840,Original,Final,840,,840,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2002,Atlantic,"6,300",Original,Final,"6,300",,"6,300",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2003,Atlantic,50,Original,Final,50,,50,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2003,Atlantic,"3,120",Original,Final,"3,120",,"3,120",,
SPR/7DE.,Sprat,7d and 7e,EU,2003,Atlantic,"9,600",Original,Final,"9,600",,"9,600",Name changed to EU for time series,
SPR/7DE.,Sprat,7d and 7e,France,2003,Atlantic,670,Original,Final,670,,670,,
SPR/7DE.,Sprat,7d and 7e,Germany,2003,Atlantic,50,Original,Final,50,,50,,
SPR/7DE.,Sprat,7d and 7e,TAC,2003,Atlantic,"9,600",Original,Final,"9,600",,"9,600",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2003,Atlantic,670,Original,Final,670,,670,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2003,Atlantic,"5,040",Original,Final,"5,040",,"5,040",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2004,Atlantic,50,Original,Final,50,,50,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2004,Atlantic,"3,120",Original,Final,"3,120",,"3,120",,
SPR/7DE.,Sprat,7d and 7e,EU,2004,Atlantic,"9,600",Original,Final,"9,600",,"9,600",,
SPR/7DE.,Sprat,7d and 7e,France,2004,Atlantic,670,Original,Final,670,,670,,
SPR/7DE.,Sprat,7d and 7e,Germany,2004,Atlantic,50,Original,Final,50,,50,,
SPR/7DE.,Sprat,7d and 7e,TAC,2004,Atlantic,"9,600",Original,Final,"9,600",,"9,600",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2004,Atlantic,670,Original,Final,670,,670,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2004,Atlantic,"5,040",Original,Final,"5,040",,"5,040",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2005,Atlantic,38,Original,Final,38,,38,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2005,Atlantic,"2,496",Original,Final,"2,496",,"2,496",,
SPR/7DE.,Sprat,7d and 7e,EU,2005,Atlantic,"7,680",Original,Final,"7,680",,"7,680",,
SPR/7DE.,Sprat,7d and 7e,France,2005,Atlantic,538,Original,Final,538,,538,,
SPR/7DE.,Sprat,7d and 7e,Germany,2005,Atlantic,38,Original,Final,38,,38,,
SPR/7DE.,Sprat,7d and 7e,TAC,2005,Atlantic,"7,680",Original,Final,"7,680",,"7,680",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2005,Atlantic,538,Original,Final,538,,538,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2005,Atlantic,"4,032",Original,Final,"4,032",,"4,032",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2006,Atlantic,31,Original,Final,31,,31,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2006,Atlantic,"1,997",Original,Final,"1,997",,"1,997",,
SPR/7DE.,Sprat,7d and 7e,EU,2006,Atlantic,"6,144",Original,Final,"6,144",,"6,144",,
SPR/7DE.,Sprat,7d and 7e,France,2006,Atlantic,430,Original,Final,430,,430,,
SPR/7DE.,Sprat,7d and 7e,Germany,2006,Atlantic,31,Original,Final,31,,31,,
SPR/7DE.,Sprat,7d and 7e,TAC,2006,Atlantic,"6,144",Original,Final,"6,144",,"6,144",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2006,Atlantic,430,Original,Final,430,,430,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2006,Atlantic,"3,226",Original,Final,"3,226",,"3,226",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2007,Atlantic,31,Original,Final,31,,31,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2007,Atlantic,"1,997",Original,Final,"1,997",,"1,997",,
SPR/7DE.,Sprat,7d and 7e,EU,2007,Atlantic,"6,144",Original,Final,"6,144",,"6,144",,
SPR/7DE.,Sprat,7d and 7e,France,2007,Atlantic,430,Original,Final,430,,430,,
SPR/7DE.,Sprat,7d and 7e,Germany,2007,Atlantic,31,Original,Final,31,,31,,
SPR/7DE.,Sprat,7d and 7e,TAC,2007,Atlantic,"6,144",Original,Final,"6,144",,"6,144",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2007,Atlantic,430,Original,Final,430,,430,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2007,Atlantic,"3,226",Original,Final,"3,226",,"3,226",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2008,Atlantic,31,Original,Final,31,,31,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2008,Atlantic,"1,997",Original,Final,"1,997",,"1,997",,
SPR/7DE.,Sprat,7d and 7e,EU,2008,Atlantic,"6,144",Original,Final,"6,144",,"6,144",,
SPR/7DE.,Sprat,7d and 7e,France,2008,Atlantic,430,Original,Final,430,,430,,
SPR/7DE.,Sprat,7d and 7e,Germany,2008,Atlantic,31,Original,Final,31,,31,,
SPR/7DE.,Sprat,7d and 7e,TAC,2008,Atlantic,"6,144",Original,Final,"6,144",,"6,144",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2008,Atlantic,430,Original,Final,430,,430,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2008,Atlantic,"3,226",Original,Final,"3,226",,"3,226",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2009,Atlantic,31,Original,Final,31,,31,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2009,Atlantic,"1,997",Original,Final,"1,997",,"1,997",,
SPR/7DE.,Sprat,7d and 7e,EU,2009,Atlantic,"6,144",Original,Final,"6,144",,"6,144",,
SPR/7DE.,Sprat,7d and 7e,France,2009,Atlantic,430,Original,Final,430,,430,,
SPR/7DE.,Sprat,7d and 7e,Germany,2009,Atlantic,31,Original,Final,31,,31,,
SPR/7DE.,Sprat,7d and 7e,TAC,2009,Atlantic,"6,144",Original,Final,"6,144",,"6,144",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2009,Atlantic,430,Original,Final,430,,430,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2009,Atlantic,"3,226",Original,Final,"3,226",,"3,226",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2010,Atlantic,28,Original,Final,28,,28,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2010,Atlantic,"1,798",Original,Final,"1,798",,"1,798",,
SPR/7DE.,Sprat,7d and 7e,EU,2010,Atlantic,"5,532",Original,Final,"5,532",,"5,532",,
SPR/7DE.,Sprat,7d and 7e,France,2010,Atlantic,387,Original,Final,387,,387,,
SPR/7DE.,Sprat,7d and 7e,Germany,2010,Atlantic,28,Original,Final,28,,28,,
SPR/7DE.,Sprat,7d and 7e,TAC,2010,Atlantic,"5,532",Original,Final,"5,532",,"5,532",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2010,Atlantic,387,Original,Final,387,,387,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2010,Atlantic,"2,904",Original,Final,"2,904",,"2,904",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2011,Atlantic,27,Original,Final,27,,27,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2011,Atlantic,"1,762",Original,Final,"1,762",,"1,762",,
SPR/7DE.,Sprat,7d and 7e,EU,2011,Atlantic,"5,421",Original,Final,"5,421",,"5,421",,
SPR/7DE.,Sprat,7d and 7e,France,2011,Atlantic,379,Original,Final,379,,379,,
SPR/7DE.,Sprat,7d and 7e,Germany,2011,Atlantic,27,Original,Final,27,,27,,
SPR/7DE.,Sprat,7d and 7e,TAC,2011,Atlantic,"5,421",Original,Final,"5,421",,"5,421",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2011,Atlantic,379,Original,Final,379,,379,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2011,Atlantic,"2,847",Original,Final,"2,847",,"2,847",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2012,Atlantic,26,Original,Final,26,,26,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2012,Atlantic,"1,674",Original,Final,"1,674",,"1,674",,
SPR/7DE.,Sprat,7d and 7e,EU,2012,Atlantic,"5,150",Original,Final,"5,150",,"5,150",,
SPR/7DE.,Sprat,7d and 7e,France,2012,Atlantic,361,Original,Final,361,,361,,
SPR/7DE.,Sprat,7d and 7e,Germany,2012,Atlantic,26,Original,Final,26,,26,,
SPR/7DE.,Sprat,7d and 7e,TAC,2012,Atlantic,"5,150",Original,Final,"5,150",,"5,150",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2012,Atlantic,361,Original,Final,361,,361,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2012,Atlantic,"2,702",Original,Final,"2,702",,"2,702",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2013,Atlantic,26,Original,Final,26,,26,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2013,Atlantic,"1,674",Original,Final,"1,674",,"1,674",,
SPR/7DE.,Sprat,7d and 7e,EU,2013,Atlantic,"5,150",Original,Final,"5,150",,"5,150",,
SPR/7DE.,Sprat,7d and 7e,France,2013,Atlantic,361,Original,Final,361,,361,,
SPR/7DE.,Sprat,7d and 7e,Germany,2013,Atlantic,26,Original,Final,26,,26,,
SPR/7DE.,Sprat,7d and 7e,TAC,2013,Atlantic,"5,150",Original,Final,"5,150",,"5,150",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2013,Atlantic,361,Original,Final,361,,361,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2013,Atlantic,"2,702",Original,Final,"2,702",,"2,702",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2014,Atlantic,26,Original,Final,26,,26,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2014,Atlantic,"1,674",Original,Final,"1,674",,"1,674",,
SPR/7DE.,Sprat,7d and 7e,EU,2014,Atlantic,"5,150",Original,Final,"5,150",,"5,150",,
SPR/7DE.,Sprat,7d and 7e,France,2014,Atlantic,361,Original,Final,361,,361,,
SPR/7DE.,Sprat,7d and 7e,Germany,2014,Atlantic,26,Original,Final,26,,26,,
SPR/7DE.,Sprat,7d and 7e,TAC,2014,Atlantic,"5,150",Original,Final,"5,150",,"5,150",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2014,Atlantic,361,Original,Final,361,,361,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2014,Atlantic,"2,702",Original,Final,"2,702",,"2,702",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2015,Atlantic,26,Original,Final,26,,26,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2015,Atlantic,"1,674",Original,Final,"1,674",,"1,674",,
SPR/7DE.,Sprat,7d and 7e,EU,2015,Atlantic,"5,150",Original,Final,"5,150",,"5,150",,
SPR/7DE.,Sprat,7d and 7e,France,2015,Atlantic,361,Original,Final,361,,361,,
SPR/7DE.,Sprat,7d and 7e,Germany,2015,Atlantic,26,Original,Final,26,,26,,
SPR/7DE.,Sprat,7d and 7e,TAC,2015,Atlantic,"5,150",Original,Final,"5,150",,"5,150",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2015,Atlantic,361,Original,Final,361,,361,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2015,Atlantic,"2,702",Original,Final,"2,702",,"2,702",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2016,Atlantic,26,Original,Final,26,,26,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2016,Atlantic,"1,674",Original,Final,"1,674",,"1,674",,
SPR/7DE.,Sprat,7d and 7e,EU,2016,Atlantic,"5,150",Original,Final,"5,150",,"5,150",,
SPR/7DE.,Sprat,7d and 7e,France,2016,Atlantic,361,Original,Final,361,,361,,
SPR/7DE.,Sprat,7d and 7e,Germany,2016,Atlantic,26,Original,Final,26,,26,,
SPR/7DE.,Sprat,7d and 7e,TAC,2016,Atlantic,"5,150",Original,Final,"5,150",,"5,150",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2016,Atlantic,361,Original,Final,361,,361,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2016,Atlantic,"2,702",Original,Final,"2,702",,"2,702",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2017,Atlantic,21,Original,Final,21,,21,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2017,Atlantic,"1,339",Original,Final,"1,339",,"1,339",,
SPR/7DE.,Sprat,7d and 7e,EU,2017,Atlantic,"4,120",Original,Final,"4,120",,"4,120",,
SPR/7DE.,Sprat,7d and 7e,France,2017,Atlantic,288,Original,Final,288,,288,,
SPR/7DE.,Sprat,7d and 7e,Germany,2017,Atlantic,21,Original,Final,21,,21,,
SPR/7DE.,Sprat,7d and 7e,TAC,2017,Atlantic,"4,120",Original,Final,"4,120",,"4,120",,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2017,Atlantic,288,Original,Final,288,,288,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2017,Atlantic,"2,163",Original,Final,"2,163",,"2,163",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2018,Atlantic,16,Original,Final,16,,16,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2018,Atlantic,"1,071",Original,Final,"1,071",,"1,071",,
SPR/7DE.,Sprat,7d and 7e,France,2018,Atlantic,231,Original,Final,231,,231,,
SPR/7DE.,Sprat,7d and 7e,Germany,2018,Atlantic,16,Original,Final,16,,16,,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2018,Atlantic,231,Original,Final,231,,231,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2018,Atlantic,"1,731",Original,Final,"1,731",,"1,731",,
SPR/7DE.,Sprat,7d and 7e,EU,2018,Atlantic,"3,296",Original,Final,"3,296",,"3,296",,
SPR/7DE.,Sprat,7d and 7e,TAC,2018,Atlantic,"3,296",Original,Final,"3,296",,"3,296",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2019,Atlantic,13,Original,Final,13,,13,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2019,Atlantic,857,Original,Final,857,,857,,
SPR/7DE.,Sprat,7d and 7e,France,2019,Atlantic,185,Original,Final,185,,185,,
SPR/7DE.,Sprat,7d and 7e,Germany,2019,Atlantic,13,Original,Final,13,,13,,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2019,Atlantic,185,Original,Final,185,,185,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2019,Atlantic,"1,384",Original,Final,"1,384",,"1,384",,
SPR/7DE.,Sprat,7d and 7e,EU,2019,Atlantic,"2,637",Original,Final,"2,637",,"2,637",,
SPR/7DE.,Sprat,7d and 7e,TAC,2019,Atlantic,"2,637",Original,Final,"2,637",,"2,637",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2020,Atlantic,8,Original,Final,8,,8,,
SPR/7DE.,Sprat,7d and 7e,Denmark,2020,Atlantic,489,Original,Final,489,,489,,
SPR/7DE.,Sprat,7d and 7e,France,2020,Atlantic,105,Original,Final,105,,105,,
SPR/7DE.,Sprat,7d and 7e,Germany,2020,Atlantic,8,Original,Final,8,,8,,
SPR/7DE.,Sprat,7d and 7e,Netherlands,2020,Atlantic,105,Original,Final,105,,105,,
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2020,Atlantic,791,Original,Final,791,,791,,
SPR/7DE.,Sprat,7d and 7e,EU,2020,Atlantic,"1,506",Original,Final,"1,506",,"1,506",,
SPR/7DE.,Sprat,7d and 7e,TAC,2020,Atlantic,"1,506",Original,Final,"1,506",,"1,506",,
SPR/7DE.,Sprat,7d and 7e,Belgium,2021,Atlantic,4,Original,Final,4,,4,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SPR/7DE.,Sprat,7d and 7e,Denmark,2021,Atlantic,284,Original,Final,284,,284,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SPR/7DE.,Sprat,7d and 7e,France,2021,Atlantic,61,Original,Final,61,,61,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SPR/7DE.,Sprat,7d and 7e,Germany,2021,Atlantic,4,Original,Final,4,,4,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SPR/7DE.,Sprat,7d and 7e,Netherlands,2021,Atlantic,61,Original,Final,61,,61,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SPR/7DE.,Sprat,7d and 7e,United Kingdom,2021,Atlantic,"1,032",Original,Final,"1,032",,"1,032",,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SPR/7DE.,Sprat,7d and 7e,EU,2021,Atlantic,414,Original,Final,414,,414,,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SPR/7DE.,Sprat,7d and 7e,TAC,2021,Atlantic,"1,446",Original,Final,"1,446",,"1,446",,"June written record for TAC, UK TAC and EU TAC; 2020 intra-EU shares"
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2009,Atlantic,53,Original,Final,53,,53,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2009,Atlantic,68,Original,Final,68,,68,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2009,Atlantic,15,Original,Final,15,,15,,
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2009,Atlantic,68,Original,Final,68,,68,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2010,Atlantic,45,Original,Final,45,,45,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2010,Atlantic,58,Original,Final,58,,58,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2010,Atlantic,13,Original,Final,13,,13,,
SRX/03A-C.,Skates and rays,Union waters of 3a,TAC,2010,Atlantic,58,Original,Final,58,,58,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Denmark,2011,Atlantic,45,Original,Final,45,,45,,
SRX/03A-C.,Skates and rays,Union waters of 3a,EU,2011,Atlantic,58,Original,Final,58,,58,,
SRX/03A-C.,Skates and rays,Union waters of 3a,Sweden,2011,Atlantic,13,Original,Final,13,,13,,
