Abbreviation,Species,TAC Zone,Level,Year,Sea,Agreed TAC,Amendment/Original,Amendment check,Pre-uplift/post-deduction,Uplift/deduction %,Post-uplift/pre-deduction,Notes,2021 Source
HER/30/31.,Herring,Subdivisions 30-31,EU,2006,Baltic,"91,600",Original,Final,"91,600",,"91,600",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2006,Baltic,"75,099",Original,Final,"75,099",,"75,099",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2006,Baltic,"16,501",Original,Final,"16,501",,"16,501",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2006,Baltic,"91,600",Original,Final,"91,600",,"91,600",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2007,Baltic,"91,600",Original,Final,"91,600",,"91,600",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2007,Baltic,"75,099",Original,Final,"75,099",,"75,099",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2007,Baltic,"16,501",Original,Final,"16,501",,"16,501",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2007,Baltic,"91,600",Original,Final,"91,600",,"91,600",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2008,Baltic,"87,020",Original,Final,"87,020",,"87,020",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2008,Baltic,"71,344",Original,Final,"71,344",,"71,344",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2008,Baltic,"15,676",Original,Final,"15,676",,"15,676",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2008,Baltic,"87,020",Original,Final,"87,020",,"87,020",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2009,Baltic,"82,669",Original,Final,"82,669",,"82,669",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2009,Baltic,"67,777",Original,Final,"67,777",,"67,777",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2009,Baltic,"14,892",Original,Final,"14,892",,"14,892",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2009,Baltic,"82,669",Original,Final,"82,669",,"82,669",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2010,Baltic,"103,336",Original,Final,"103,336",,"103,336",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2010,Baltic,"84,721",Original,Final,"84,721",,"84,721",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2010,Baltic,"18,615",Original,Final,"18,615",,"18,615",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2010,Baltic,"103,336",Original,Final,"103,336",,"103,336",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2011,Baltic,"104,369",Original,Final,"104,369",,"104,369",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2011,Baltic,"85,568",Original,Final,"85,568",,"85,568",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2011,Baltic,"18,801",Original,Final,"18,801",,"18,801",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2011,Baltic,"104,369",Original,Final,"104,369",,"104,369",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2012,Baltic,"106,000",Original,Final,"106,000",,"106,000",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2012,Baltic,"86,905",Original,Final,"86,905",,"86,905",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2012,Baltic,"19,095",Original,Final,"19,095",,"19,095",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2012,Baltic,"106,000",Original,Final,"106,000",,"106,000",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2013,Baltic,"106,000",Original,Final,"106,000",,"106,000",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2013,Baltic,"86,905",Original,Final,"86,905",,"86,905",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2013,Baltic,"19,095",Original,Final,"19,095",,"19,095",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2013,Baltic,"106,000",Original,Final,"106,000",,"106,000",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2014,Baltic,"137,800",Original,Final,"137,800",,"137,800",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2014,Baltic,"112,977",Original,Final,"112,977",,"112,977",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2014,Baltic,"24,823",Original,Final,"24,823",,"24,823",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2014,Baltic,"137,800",Original,Final,"137,800",,"137,800",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2015,Baltic,"158,470",Original,Final,"158,470",,"158,470",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2015,Baltic,"129,923",Original,Final,"129,923",,"129,923",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2015,Baltic,"28,547",Original,Final,"28,547",,"28,547",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2015,Baltic,"158,470",Original,Final,"158,470",,"158,470",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2016,Baltic,"99,098",Original,Final,"99,098",,"99,098",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2016,Baltic,"21,774",Original,Final,"21,774",,"21,774",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2016,Baltic,"120,872",Original,Final,"120,872",,"120,872",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2016,Baltic,"120,872",Original,Final,"120,872",,"120,872",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2017,Baltic,"115,599",Original,Final,"115,599",,"115,599",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2017,Baltic,"25,399",Original,Final,"25,399",,"25,399",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2017,Baltic,"140,998",Original,Final,"140,998",,"140,998",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2017,Baltic,"140,998",Original,Final,"140,998",,"140,998",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2018,Baltic,"84,599",Original,Final,"84,599",,"84,599",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2018,Baltic,"69,360",Original,Final,"69,360",,"69,360",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2018,Baltic,"15,239",Original,Final,"15,239",,"15,239",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2018,Baltic,"84,599",Original,Final,"84,599",,"84,599",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2019,Baltic,"88,703",Original,Final,"88,703",,"88,703",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2019,Baltic,"72,724",Original,Final,"72,724",,"72,724",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2019,Baltic,"15,979",Original,Final,"15,979",,"15,979",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2019,Baltic,"88,703",Original,Final,"88,703",,"88,703",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2020,Baltic,"65,018",Original,Final,"65,018",,"65,018",,
HER/30/31.,Herring,Subdivisions 30-31,Finland,2020,Baltic,"53,306",Original,Final,"53,306",,"53,306",,
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2020,Baltic,"11,712",Original,Final,"11,712",,"11,712",,
HER/30/31.,Herring,Subdivisions 30-31,TAC,2020,Baltic,"65,018",Original,Final,"65,018",,"65,018",,
HER/30/31.,Herring,Subdivisions 30-31,EU,2021,Baltic,"65,018",Original,Not Final,"65,018",,"65,018",,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/30/31.,Herring,Subdivisions 30-31,Finland,2021,Baltic,"53,306",Original,Not Final,"53,306",,"53,306",,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2021,Baltic,"11,712",Original,Not Final,"11,712",,"11,712",,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/30/31.,Herring,Subdivisions 30-31,TAC,2021,Baltic,"65,018",Original,Not Final,"65,018",,"65,018",,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/30/31.,Herring,Subdivisions 30-31,EU,2021,Baltic,"117,485",Amendment,Final,"117,485",,"117,485",,In-year amendment
HER/30/31.,Herring,Subdivisions 30-31,Finland,2021,Baltic,"96,322",Amendment,Final,"96,322",,"96,322",,In-year amendment
HER/30/31.,Herring,Subdivisions 30-31,Sweden,2021,Baltic,"21,163",Amendment,Final,"21,163",,"21,163",,In-year amendment
HER/30/31.,Herring,Subdivisions 30-31,TAC,2021,Baltic,"117,485",Amendment,Final,"117,485",,"117,485",,In-year amendment
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2005,Baltic,"6,448",Original,Final,"6,448",,"6,448",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2005,Baltic,"46,000",Original,Final,"46,000",,"46,000",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2005,Baltic,3,Original,Final,3,,3,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2005,Baltic,"25,380",Original,Final,"25,380",,"25,380",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2005,Baltic,"5,985",Original,Final,"5,985",,"5,985",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2005,Baltic,"8,184",Original,Final,"8,184",,"8,184",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2005,Baltic,"46,000",Original,Final,"46,000",,"46,000",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2006,Baltic,"6,658",Original,Final,"6,658",,"6,658",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2006,Baltic,"47,500",Original,Final,"47,500",,"47,500",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2006,Baltic,3,Original,Final,3,,3,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2006,Baltic,"26,207",Original,Final,"26,207",,"26,207",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2006,Baltic,"6,181",Original,Final,"6,181",,"6,181",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2006,Baltic,"8,451",Original,Final,"8,451",,"8,451",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2006,Baltic,"47,500",Original,Final,"47,500",,"47,500",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2007,Baltic,"6,939",Original,Final,"6,939",,"6,939",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2007,Baltic,"49,500",Original,Final,"49,500",,"49,500",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2007,Baltic,3,Original,Final,3,,3,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2007,Baltic,"27,311",Original,Final,"27,311",,"27,311",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2007,Baltic,"6,441",Original,Final,"6,441",,"6,441",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2007,Baltic,"8,806",Original,Final,"8,806",,"8,806",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2007,Baltic,"49,500",Original,Final,"49,500",,"49,500",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2008,Baltic,"6,245",Original,Final,"6,245",,"6,245",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2008,Baltic,"44,550",Original,Final,"44,550",,"44,550",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2008,Baltic,3,Original,Final,3,,3,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2008,Baltic,"24,579",Original,Final,"24,579",,"24,579",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2008,Baltic,"5,797",Original,Final,"5,797",,"5,797",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2008,Baltic,"7,926",Original,Final,"7,926",,"7,926",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2008,Baltic,"44,550",Original,Final,"44,550",,"44,550",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2009,Baltic,"3,809",Original,Final,"3,809",,"3,809",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2009,Baltic,"27,176",Original,Final,"27,176",,"27,176",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2009,Baltic,2,Original,Final,2,,2,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2009,Baltic,"14,994",Original,Final,"14,994",,"14,994",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2009,Baltic,"3,536",Original,Final,"3,536",,"3,536",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2009,Baltic,"4,835",Original,Final,"4,835",,"4,835",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2009,Baltic,"27,176",Original,Final,"27,176",,"27,176",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2010,Baltic,"3,181",Original,Final,"3,181",,"3,181",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2010,Baltic,"22,692",Original,Final,"22,692",,"22,692",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2010,Baltic,2,Original,Final,2,,2,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2010,Baltic,"12,519",Original,Final,"12,519",,"12,519",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2010,Baltic,"2,953",Original,Final,"2,953",,"2,953",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2010,Baltic,"4,037",Original,Final,"4,037",,"4,037",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2010,Baltic,"22,692",Original,Final,"22,692",,"22,692",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2011,Baltic,"2,227",Original,Final,"2,227",,"2,227",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2011,Baltic,"15,884",Original,Final,"15,884",,"15,884",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2011,Baltic,1,Original,Final,1,,1,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2011,Baltic,"8,763",Original,Final,"8,763",,"8,763",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2011,Baltic,"2,067",Original,Final,"2,067",,"2,067",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2011,Baltic,"2,826",Original,Final,"2,826",,"2,826",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2011,Baltic,"15,884",Original,Final,"15,884",,"15,884",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2012,Baltic,"2,930",Original,Final,"2,930",,"2,930",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2012,Baltic,"20,900",Original,Final,"20,900",,"20,900",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2012,Baltic,1,Original,Final,1,,1,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2012,Baltic,"11,532",Original,Final,"11,532",,"11,532",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2012,Baltic,"2,719",Original,Final,"2,719",,"2,719",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2012,Baltic,"3,718",Original,Final,"3,718",,"3,718",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2012,Baltic,"20,900",Original,Final,"20,900",,"20,900",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2013,Baltic,"3,617",Original,Final,"3,617",,"3,617",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2013,Baltic,"25,800",Original,Final,"25,800",,"25,800",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2013,Baltic,2,Original,Final,2,,2,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2013,Baltic,"14,234",Original,Final,"14,234",,"14,234",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2013,Baltic,"3,357",Original,Final,"3,357",,"3,357",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2013,Baltic,"4,590",Original,Final,"4,590",,"4,590",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2013,Baltic,"25,900",Original,Final,"25,900",,"25,900",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2014,Baltic,"2,769",Original,Final,"2,769",,"2,769",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2014,Baltic,"19,754",Original,Final,"19,754",,"19,754",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2014,Baltic,1,Original,Final,1,,1,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2014,Baltic,"10,900",Original,Final,"10,900",,"10,900",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2014,Baltic,"2,570",Original,Final,"2,570",,"2,570",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2014,Baltic,"3,514",Original,Final,"3,514",,"3,514",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2014,Baltic,"19,754",Original,Final,"19,754",,"19,754",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2015,Baltic,"3,115",Original,Final,"3,115",,"3,115",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2015,Baltic,"22,220",Original,Final,"22,220",,"22,220",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2015,Baltic,2,Original,Final,2,,2,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2015,Baltic,"12,259",Original,Final,"12,259",,"12,259",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2015,Baltic,"2,891",Original,Final,"2,891",,"2,891",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2015,Baltic,"3,953",Original,Final,"3,953",,"3,953",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2015,Baltic,"22,220",Original,Final,"22,220",,"22,220",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2016,Baltic,"3,683",Original,Final,"3,683",,"3,683",,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2016,Baltic,"14,496",Original,Final,"14,496",,"14,496",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2016,Baltic,2,Original,Final,2,,2,,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2016,Baltic,"3,419",Original,Final,"3,419",,"3,419",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2016,Baltic,"4,674",Original,Final,"4,674",,"4,674",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2016,Baltic,"26,274",Original,Final,"26,274",,"26,274",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2016,Baltic,"26,274",Original,Final,"26,274",,"26,274",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2017,Baltic,"3,981",Original,Final,"3,981",,"3,981",,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2017,Baltic,"15,670",Original,Final,"15,670",,"15,670",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2017,Baltic,2,Original,Final,2,,2,,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2017,Baltic,"3,695",Original,Final,"3,695",,"3,695",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2017,Baltic,"5,053",Original,Final,"5,053",,"5,053",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2017,Baltic,"28,401",Original,Final,"28,401",,"28,401",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2017,Baltic,"28,401",Original,Final,"28,401",,"28,401",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2018,Baltic,"2,426",Original,Final,"2,426",,"2,426",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2018,Baltic,"17,309",Original,Final,"17,309",,"17,309",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2018,Baltic,1,Original,Final,1,,1,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2018,Baltic,"9,550",Original,Final,"9,550",,"9,550",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2018,Baltic,"2,252",Original,Final,"2,252",,"2,252",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2018,Baltic,"3,080",Original,Final,"3,080",,"3,080",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2018,Baltic,"17,309",Original,Final,"17,309",,"17,309",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2019,Baltic,"1,262",Original,Final,"1,262",,"1,262",,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2019,Baltic,"9,001",Original,Final,"9,001",,"9,001",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2019,Baltic,1,Original,Final,1,,1,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2019,Baltic,"4,966",Original,Final,"4,966",,"4,966",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2019,Baltic,"1,171",Original,Final,"1,171",,"1,171",,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2019,Baltic,"1,601",Original,Final,"1,601",,"1,601",,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2019,Baltic,"9,001",Original,Final,"9,001",,"9,001",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2020,Baltic,442,Original,Final,442,,442,,
HER/3BC+24,Herring,Subdivisions 22-24,EU,2020,Baltic,"3,150",Original,Final,"3,150",,"3,150",,
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2020,Baltic,0,Original,Final,0,,0,,
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2020,Baltic,"1,738",Original,Final,"1,738",,"1,738",,
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2020,Baltic,410,Original,Final,410,,410,,
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2020,Baltic,560,Original,Final,560,,560,,
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2020,Baltic,"3,150",Original,Final,"3,150",,"3,150",,
HER/3BC+24,Herring,Subdivisions 22-24,Denmark,2021,Baltic,221,Original,Final,221,,221,,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/3BC+24,Herring,Subdivisions 22-24,EU,2021,Baltic,"1,575",Original,Final,"1,575",,"1,575",,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/3BC+24,Herring,Subdivisions 22-24,Finland,2021,Baltic,0,Original,Final,0,,0,,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/3BC+24,Herring,Subdivisions 22-24,Germany,2021,Baltic,869,Original,Final,869,,869,,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/3BC+24,Herring,Subdivisions 22-24,Poland,2021,Baltic,205,Original,Final,205,,205,,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/3BC+24,Herring,Subdivisions 22-24,Sweden,2021,Baltic,280,Original,Final,280,,280,,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/3BC+24,Herring,Subdivisions 22-24,TAC,2021,Baltic,"1,575",Original,Final,"1,575",,"1,575",,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Denmark,2001,Baltic,"16,904",Original,Final,"16,904",,"16,904",,October Council: COUNCIL REGULATION (EU) 2020/1579
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Estonia,2001,Baltic,"2,000",Original,Final,"2,000",,"2,000",Name changed to EU for time series,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",EU,2001,Baltic,"157,850",Original,Final,"157,850",,"157,850",,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Finland,2001,Baltic,"19,163",Original,Final,"19,163",,"19,163",,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Germany,2001,Baltic,"51,261",Original,Final,"51,261",,"51,261",,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Latvia,2001,Baltic,"1,000",Original,Final,"1,000",,"1,000",Pre-EU Membership,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Lithuania,2001,Baltic,500,Original,Final,500,,500,Pre-EU Membership,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Poland,2001,Baltic,"4,000",Original,Final,"4,000",,"4,000",Pre-EU Membership,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Russia,2001,Baltic,tbd,Original,Final,tbd,,tbd,Pre-EU Membership,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Sweden,2001,Baltic,"70,522",Original,Final,"70,522",,"70,522",,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",TAC,2001,Baltic,"300,000",Original,Final,"300,000",,"300,000",,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Denmark,2002,Baltic,"11,478",Original,Final,"11,478",,"11,478",,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Estonia,2002,Baltic,0,Original,Final,0,,0,Name changed to EU for time series,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",EU,2002,Baltic,"106,400",Original,Final,"106,400",,"106,400",,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Finland,2002,Baltic,"13,012",Original,Final,"13,012",,"13,012",,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Germany,2002,Baltic,"34,808",Original,Final,"34,808",,"34,808",,
HER/3D-R30,Herring,"Union waters of Subdivisions 25-27, 28.2, 29 and 32",Latvia,2002,Baltic,0,Original,Final,0,,0,Pre-EU Membership,
